0.350108, 0.380836, -0.000279, 0.220538, 0.609903, -0.140652, 0.489603, 0.500003, 0.460851, -1.000000
0.138972, 0.530592, 0.001026, 0.220258, 0.450668, 0.230594, 0.490161, 0.499721, 0.370213, 1.000000
0.089959, 0.519769, -0.001299, 0.279892, 0.390077, -1.783156, 0.470792, 0.499506, 0.329982, 1.000000
0.180500, 0.689997, 0.000350, 0.249852, 0.348975, 1.257231, 0.301053, 0.500443, 0.460256, -1.000000
0.190120, 0.520334, 0.000538, 0.219177, 0.600232, -0.630099, 0.690652, 0.499710, 0.661064, -1.000000
0.509816, 0.450146, -0.000136, 0.410176, 0.680267, -0.015133, 0.520695, 0.500915, 0.440064, -1.000000
0.159135, 0.349570, 0.000824, 0.469583, 0.550570, -0.576155, 0.509909, 0.499605, 0.509767, -1.000000
0.429820, 0.510081, -0.000524, 0.219666, 0.479593, -0.809384, 0.489925, 0.500757, 0.511068, -1.000000
0.550226, 0.558765, -0.000418, 0.639165, 0.390574, -1.155123, 0.460169, 0.499898, 0.510304, -1.000000
0.211339, 0.529105, -0.000087, 0.220429, 0.451117, -0.726149, 0.279910, 0.501151, 0.500724, 1.000000
0.229703, 0.298268, -0.000616, 0.219315, 0.419302, 0.505027, 0.530833, 0.500299, 0.340402, -1.000000
0.330434, 0.349321, 0.000228, 0.280297, 0.730238, 1.251217, 0.489876, 0.499523, 0.750820, -1.000000
0.190957, 0.629693, 0.001006, 0.219065, 0.450662, 0.797146, 0.579990, 0.499946, 0.479106, 1.000000
0.400416, 0.651060, -0.000023, 0.160226, 0.339415, -0.257968, 0.320101, 0.500350, 0.340067, -1.000000
0.159521, 0.310308, -0.000026, 0.221567, 0.320188, 0.020469, 0.560075, 0.500628, 0.349974, -1.000000
0.360080, 0.569506, 0.000085, 0.220295, 0.830595, -1.035976, 0.360619, 0.500395, 0.870999, -1.000000
0.399777, 0.510350, -0.000260, 0.220815, 0.740352, -0.393454, 0.550077, 0.500878, 0.861257, -1.000000
0.301155, 0.520776, -0.000749, 0.109968, 0.429247, -0.157206, 0.370215, 0.499996, 0.569901, -1.000000
0.310607, 0.549282, -0.000512, 0.220332, 0.420310, -0.717982, 0.430421, 0.499458, 0.419345, 1.000000
0.190859, 0.600021, 0.499201, 0.219442, 0.529953, -1.796551, 0.420850, 0.499907, 0.369909, -1.000000
0.140609, 0.390207, -0.000572, 0.220286, 0.449192, 0.255669, 0.449905, 0.499884, 0.319682, -1.000000
0.169617, 0.539239, 0.000615, 0.220684, 0.600275, -0.369585, 0.519257, 0.499739, 0.570721, -1.000000
0.129550, 0.450035, 0.000722, 0.220334, 0.449840, 0.500871, 0.479646, 0.499819, 0.518901, 1.000000
0.299461, 0.359869, -0.000256, 0.251156, 0.560700, 0.491768, 0.529654, 0.499126, 0.349888, -1.000000
0.210469, 0.560999, 0.000268, 0.219656, 0.370307, 0.416446, 0.489929, 0.501438, 0.380431, 1.000000
0.140861, 0.480327, -0.000981, 0.219997, 0.560276, -0.112234, 0.470088, 0.500503, 0.398725, -1.000000
0.200050, 0.629911, 0.000875, 0.469924, 0.299950, -0.534653, 0.429996, 0.500335, 0.390543, -1.000000
0.280455, 0.499741, -0.000782, 0.269864, 0.400377, -1.590875, 0.479940, 0.500746, 0.510223, -1.000000
0.269999, 0.510149, 0.000620, 0.219430, 0.730872, -0.014123, 0.340691, 0.500433, 0.769673, -1.000000
0.209554, 0.470866, 0.000708, 0.219893, 0.710507, -0.564765, 0.520674, 0.499845, 0.560098, -1.000000
0.198326, 0.438948, -0.000275, 0.219900, 0.609418, -1.147935, 0.490109, 0.500573, 0.498870, -1.000000
0.529862, 0.500265, -0.001110, 0.309024, 0.529669, 1.872137, 0.469634, 0.499496, 0.580281, -1.000000
0.200431, 0.560959, 0.000111, 0.220664, 0.450534, 1.884395, 0.450147, 0.499908, 0.400082, -1.000000
0.169372, 0.479640, 0.001013, 0.258563, 0.499743, -0.099593, 0.470167, 0.500049, 0.500022, -1.000000
0.179551, 0.570870, 0.831003, 0.220032, 0.269780, 1.248541, 0.539752, 0.499217, 0.489827, -1.000000
0.190257, 0.549539, 0.000045, 0.218999, 0.500196, 0.697500, 0.620406, 0.500710, 0.470185, -1.000000
0.290019, 0.609914, 0.000401, 0.220144, 0.449958, 1.447379, 0.439534, 0.500255, 0.399481, -1.000000
0.460075, 0.488982, -0.000193, 0.219868, 0.730862, 1.702310, 0.380032, 0.499959, 0.770345, -1.000000
0.180197, 0.600092, 0.000215, 0.260863, 0.460138, 0.370343, 0.509904, 0.499918, 0.330343, 1.000000
0.330543, 0.508504, 0.000711, 0.259894, 0.450933, -0.784296, 0.459469, 0.499746, 0.470246, 1.000000
0.420880, 0.638800, -0.001073, 0.220785, 0.380791, 0.808216, 0.470533, 0.499581, 0.549255, -1.000000
0.700869, 0.521119, -0.000110, 0.221009, 0.630438, -0.899179, 0.460525, 0.500594, 0.579651, -1.000000
0.209742, 0.419470, -0.000509, 0.340184, 0.379548, -0.376241, 0.459861, 0.499883, 0.510780, -1.000000
0.250071, 0.511361, -0.001205, 0.249371, 0.359607, -0.613435, 0.540141, 0.499746, 0.570123, -1.000000
0.169613, 0.500091, -0.000652, 0.220256, 0.539977, -0.864819, 0.530327, 0.499745, 0.479347, 1.000000
0.210447, 0.339112, -0.000010, 0.258853, 0.660254, -1.030971, 0.519447, 0.501247, 0.399585, 1.000000
0.501192, 0.481095, -0.000786, 0.219395, 0.519176, -0.041957, 0.509582, 0.500615, 0.509546, -1.000000
0.239891, 0.569873, -0.000663, 0.278702, 0.430773, -0.675646, 0.390412, 0.500439, 0.530157, -1.000000
0.480126, 0.409947, 0.000436, 0.299770, 0.399485, 1.034094, 0.529926, 0.500531, 0.289923, 1.000000
0.209946, 0.470814, -0.001544, 0.219207, 0.509549, 0.015586, 0.470795, 0.499265, 0.590047, -1.000000
0.129539, 0.440557, -0.000767, 0.420471, 0.410421, -0.626602, 0.489609, 0.499941, 0.439544, 1.000000
0.130197, 0.519436, 0.000509, 0.799035, 0.550524, -0.039252, 0.419646, 0.500058, 0.369672, -1.000000
0.230412, 0.580031, 0.000485, 0.220615, 0.791274, -1.871677, 0.480649, 0.499351, 0.770486, -1.000000
0.218612, 0.570096, -0.001236, 0.249688, 0.419692, 0.772318, 0.500090, 0.500569, 0.439594, 1.000000
0.080713, 0.580641, 0.000888, 0.280009, 0.460337, -0.152110, 0.510216, 0.499728, 0.410066, 1.000000
0.180592, 0.570092, -0.000837, 0.221021, 0.439029, -1.786352, 0.419077, 0.499980, 0.360195, -1.000000
0.230092, 0.600951, 0.000303, 0.310178, 0.388757, -0.400323, 0.519826, 0.500947, 0.400356, 1.000000
0.180482, 0.530102, -0.000042, 0.249469, 0.509711, -0.515622, 0.558906, 0.499754, 0.570440, 1.000000
0.199562, 0.559886, 0.000550, 0.409569, 0.389640, -0.415597, 0.490174, 0.499739, 0.349755, -1.000000
0.240327, 0.389991, -0.000961, 0.220132, 0.680566, -1.485210, 0.539032, 0.500119, 0.859096, -1.000000
0.110318, 0.390716, 0.000480, 0.220104, 0.660854, -0.113047, 0.540228, 0.500359, 0.449978, -1.000000
0.179685, 0.689373, -0.001127, 0.249507, 0.351337, 0.594934, 0.299085, 0.499911, 0.460197, -1.000000
0.139963, 0.449781, -0.000419, 0.320089, 0.470161, -1.839136, 0.529904, 0.500112, 0.500694, -1.000000
0.180345, 0.689063, -0.000317, 0.219681, 0.340009, -0.502767, 0.520453, 0.500304, 0.239629, -1.000000
0.169372, 0.450296, -0.001308, 0.369052, 0.429842, -0.199482, 0.479337, 0.499720, 0.480167, -1.000000
0.549633, 0.580429, -0.000760, 0.220682, 0.479316, 2.826415, 0.479692, 0.499550, 0.520028, -1.000000
0.159584, 0.509457, 0.000798, 0.220631, 0.420407, -0.654875, 0.559244, 0.499619, 0.460545, -1.000000
0.169254, 0.590720, -0.000103, 0.219995, 0.370867, -1.540058, 0.509976, 0.499756, 0.489369, 1.000000
0.371046, 0.499481, -0.000255, 0.319691, 0.920421, -0.347638, 0.530676, 1.000238, 0.860189, -1.000000
0.150098, 0.450104, 0.000787, 0.480197, 0.449564, -1.135715, 0.530360, 0.499781, 0.399090, 1.000000
0.150402, 0.359166, 0.000400, 0.270043, 0.530077, 0.882507, 0.520276, 0.499531, 0.490913, -1.000000
0.248925, 0.590733, 0.000238, 0.220321, 0.389968, 0.114363, 0.450220, 0.499510, 0.390611, -1.000000
0.419962, 0.490017, -0.000932, 0.220680, 0.479894, -0.085667, 0.520418, 0.498975, 0.589642, -1.000000
0.249042, 0.549564, 0.000524, 0.219016, 0.468675, 1.930197, 0.490470, 0.499191, 0.320418, -1.000000
0.650916, 0.469853, -0.000722, 0.430304, 0.729161, 0.953116, 0.538747, 0.500280, 0.450556, -1.000000
0.380663, 0.330721, -0.000380, 0.250682, 0.559931, 1.201072, 0.549783, 1.000606, 0.850312, -1.000000
0.410051, 0.639690, 0.000151, 0.111059, 0.320476, -1.493621, 0.439701, 0.498761, 0.380039, -1.000000
0.340246, 0.489055, 0.000110, 0.220254, 0.650181, 0.585919, 0.520620, 0.499287, 0.540136, -1.000000
0.170235, 0.610921, -0.000245, 0.320122, 0.339558, 0.651976, 0.518874, 0.500725, 0.320838, 1.000000
0.298848, 0.569799, -0.000290, 0.110624, 0.478548, -1.038256, 0.410021, 0.500007, 0.379952, -1.000000
0.820483, 0.499047, -0.000158, 0.361059, 0.680175, -0.448694, 0.440107, 0.499329, 0.399070, -1.000000
0.209746, 0.519716, 0.000279, 0.379671, 0.569898, -0.247941, 0.540518, 0.500588, 0.450161, 1.000000
0.239502, 0.319817, 0.000785, 0.320353, 0.890341, 0.678420, 0.540283, 0.500378, 0.740130, -1.000000
0.221701, 0.409465, 0.000034, 0.219507, 0.609827, -1.516637, 0.510589, 0.500929, 0.630929, -1.000000
0.520410, 0.550060, -0.000698, 0.159083, 0.389531, 1.718117, 0.369852, 0.500478, 0.390096, 1.000000
0.470145, 0.500386, -0.000446, 0.220113, 0.480442, -0.463847, 0.550107, 0.499613, 0.479678, -1.000000
0.689669, 0.580051, -0.000807, 0.220361, 0.528959, 2.388579, 0.500410, 0.499268, 0.520703, -1.000000
0.309436, 0.590568, 0.000109, 0.220869, 0.499541, 0.597481, 0.499996, 0.500313, 0.519227, -1.000000
0.249825, 0.509725, -0.000109, 0.219574, 0.460198, 0.239538, 0.540299, 0.500253, 0.559528, -1.000000
0.270707, 0.540115, 0.001618, 0.219500, 0.459473, -2.051513, 0.489631, 0.499693, 0.289651, -1.000000
0.610016, 0.489996, 0.000191, 0.219681, 0.560200, 0.493891, 0.500674, 0.500495, 0.499739, -1.000000
0.278972, 0.529359, -0.000701, 0.499079, 0.489650, 1.808143, 0.500799, 0.500304, 0.319574, 1.000000
0.440648, 0.579287, 0.000349, 0.220202, 0.280903, -1.164286, 0.409979, 0.501048, 0.399310, -1.000000
0.230043, 0.499415, -0.000135, 0.610291, 0.609962, -0.270500, 0.520290, 0.500267, 0.510312, 1.000000
0.129583, 0.519242, -0.000160, 0.249175, 0.550026, 0.490474, 0.529608, 0.499947, 0.549707, -1.000000
0.200507, 0.469998, 0.000616, 0.380388, 0.559752, 0.735465, 0.500293, 0.500028, 0.601361, 1.000000
