0.492511, 0.854293, 1.953939, 0.571682, 0.096166, -0.185897, 0.639329, 1.742779, -1.000000
1.677835, 1.298030, -0.364029, 1.653126, 1.259984, -0.321142, 2.702397, 0.127543, -1.000000
-0.945723, -0.511926, 0.715330, -0.859553, -0.734738, -0.366224, -0.377866, 0.607744, -1.000000
-0.945723, -0.316077, -0.470195, -0.859553, 0.545429, -0.591631, -0.377866, -0.784415, -1.000000
1.421878, 0.303435, 0.255275, 1.606712, 0.955807, 0.039510, -0.377866, 0.652799, -1.000000
1.236005, -0.023642, 0.016401, 0.944259, -0.706706, -0.185897, 1.469706, 0.484941, -1.000000
1.223816, -0.567840, 0.109297, 1.945111, 0.311628, -0.411305, -0.377866, 0.730038, -1.000000
-0.945723, 0.664271, 0.564928, -0.859553, 0.048762, 0.264918, -0.377866, 0.718859, -1.000000
1.129356, 0.122957, -0.306522, 0.690249, -0.173824, 1.527202, -0.377866, -0.131274, -1.000000
-0.945723, 0.809182, -0.470195, -0.859553, -0.498255, -0.591631, -0.377866, -0.784415, -1.000000
1.028801, -0.208620, -0.425959, -0.128745, -0.662303, 1.932936, 0.108804, -0.435486, -1.000000
1.092791, 0.749602, -0.275557, 1.009661, -1.167966, 0.084592, 1.400958, 0.139400, -1.000000
-0.945723, 0.721058, -0.470195, -0.859553, -0.463312, -0.591631, -0.377866, -0.784415, -1.000000
0.647913, -0.250007, 1.533697, 0.675903, -0.930038, -0.230979, -0.377866, 0.442087, -1.000000
-0.945723, -1.310735, -0.372876, -0.859553, -0.046156, 1.437039, -0.377866, -0.321322, -1.000000
-0.945723, 0.447581, -0.350758, -0.859553, 1.565035, -0.591631, -0.377866, 15.455005, -1.000000
0.693620, -0.070283, -0.368453, 0.294465, -0.296270, -0.050653, -0.377866, 0.038109, -1.000000
1.312182, 1.189958, 0.065061, 1.109240, 0.971639, 0.355081, 0.606437, 0.025236, -1.000000
-0.945723, -0.254282, -0.470195, -0.859553, 0.487971, -0.591631, -0.377866, -0.784415, -1.000000
1.531574, 0.388442, -0.266710, 1.300802, 1.350496, 0.445244, -0.377866, -0.050817, -1.000000
-0.945723, -0.062135, -0.470195, -0.859553, -0.006478, -0.591631, -0.377866, -0.784415, -1.000000
-0.945723, -0.579971, -0.470195, -0.859553, -0.099420, -0.591631, -0.377866, -0.784415, -1.000000
0.550406, -0.024240, -0.284404, 1.529074, -0.151287, 0.174755, -0.377866, 0.130084, -1.000000
1.290853, 0.459555, 1.016135, 0.896158, -1.217470, 0.310000, -0.377866, 0.572681, -1.000000
-0.945723, -0.269816, -0.448077, -0.859553, 2.032497, 1.527202, -0.377866, -0.180565, -1.000000
-0.945723, -0.523205, -0.470195, -0.859553, -1.426988, -0.591631, -0.377866, -0.784415, -1.000000
-0.945723, 0.650438, -0.470195, -0.859553, -0.123988, -0.591631, -0.377866, -0.784415, -1.000000
0.943482, -0.904949, -0.452501, 0.966201, -0.366472, -0.185897, 1.524757, -0.315563, -1.000000
-0.945723, -1.379496, -0.470195, -0.859553, 0.073642, -0.591631, -0.377866, -0.784415, -1.000000
-0.945723, 0.110745, -0.470195, -0.859552, -1.431164, -0.591631, -0.377866, -0.784415, -1.000000
-0.945723, -1.164395, -0.377300, -0.859553, 0.778555, -0.005571, -0.377866, -0.082661, -1.000000
0.745421, -1.527404, -0.372876, 1.242574, -0.043190, 0.760815, 0.781764, -0.116707, -1.000000
0.940435, 0.104080, 1.529273, 1.224430, -0.228967, -0.095734, -0.377866, 1.155528, -1.000000
-0.945723, 0.555043, -0.470195, -0.859553, 1.421755, -0.591632, -0.377866, -0.784415, -1.000000
0.925200, -0.590231, 0.197769, 0.663244, 0.674682, 0.219837, 1.079310, 0.093666, -1.000000
-0.945723, 0.435208, 0.441067, -0.859553, 1.718792, -0.230979, -0.377866, 0.231375, -1.000000
-0.945723, -1.354103, -0.470195, -0.859553, 1.314473, -0.591631, -0.377866, -0.784415, -1.000000
-0.945723, 0.001917, -0.470195, -0.859553, -0.547164, -0.591632, -0.377866, -0.784415, -1.000000
-0.945723, -1.159897, -0.470195, -0.859553, -0.255852, -0.591631, -0.377866, -0.784415, -1.000000
0.733232, -0.943828, 5.050460, 1.637936, 1.247196, -0.005571, -0.377866, 1.319999, -1.000000
-0.945723, -0.920607, -0.134002, -0.859553, -0.417132, -0.185897, -0.377866, 0.335037, -1.000000
0.989189, -2.298386, 0.321630, 0.939196, -0.075175, -0.321142, 0.926998, 0.669738, -1.000000
-0.945723, 0.724417, -0.430383, -0.859553, -0.448968, -0.321142, -0.377866, 0.000675, -1.000000
-0.945723, -1.743607, -0.470195, -0.859552, 0.417334, -0.591631, -0.377866, -0.784415, -1.000000
1.129356, -0.030054, -0.452501, 0.827381, 1.075263, -0.050653, 2.246678, -0.337074, -1.000000
-0.945723, 0.325275, -0.452501, -0.859552, -0.608925, 0.129673, -0.377866, -0.199027, -1.000000
-0.945723, -0.917571, -0.470195, -0.859553, -0.501860, -0.591631, -0.377866, -0.784415, -1.000000
-0.945723, -0.036071, -0.470195, -0.859553, 0.953732, -0.591631, -0.377866, -0.784415, -1.000000
0.763703, 2.164913, -0.328640, 1.045526, 1.710202, 0.941142, -0.377866, -0.118571, -1.000000
-0.945723, 1.015128, -0.470195, -0.859553, 0.952409, -0.591631, -0.377866, -0.784415, -1.000000
-0.945723, -0.431898, -0.470195, -0.859553, -1.372862, -0.591631, -0.377866, -0.784415, -1.000000
