-0.945723, -0.352981, -0.470195, -0.859553, -0.474873, -0.591631, -0.377866, -0.784415
1.242099, -2.084983, -0.412689, 0.677591, -1.066610, 0.896060, 0.185915, -0.089267
-0.945723, -1.288158, -0.470195, -0.859553, 0.994551, -0.591631, -0.377866, -0.784415
-0.945723, -0.757729, -0.470195, -0.859553, 0.515045, -0.591631, -0.377866, -0.784415
1.327418, -0.722674, -0.368452, 0.945103, -0.349511, 0.310000, 0.233854, 0.045562
-0.945723, -0.291318, -0.470195, -0.859553, 1.585560, -0.591631, -0.377866, -0.784415
1.184204, -2.585821, -0.350758, 1.083501, 1.159209, -0.321142, -0.377866, 0.289473
-0.945723, -0.285675, -0.470195, -0.859553, -0.138304, -0.591631, -0.377866, -0.784415
1.187251, -1.809149, -0.350758, 1.088986, 1.026892, 0.129673, -0.377866, -0.190050
1.211628, 1.956302, -0.390570, 0.966200, -0.219581, -0.276060, 1.678650, 0.059959
-0.945723, 0.662835, -0.470195, -0.859553, -0.476464, -0.591631, -0.377866, -0.784415
-0.945723, -0.090014, -0.386147, -0.859553, -0.849765, 0.355081, -0.377866, 0.030317
-0.945723, 1.634558, -0.470195, -0.859553, 1.336621, -0.591632, -0.377866, -0.784415
1.217722, -0.400776, 0.790531, 1.091096, 1.545457, -0.230979, -0.377866, 0.626206
-0.945723, 0.583261, -0.319793, -0.859553, 1.072866, -0.456387, -0.377866, 0.318268
1.245146, -0.396275, -0.412689, 0.786874, -0.137587, 0.445244, -0.377866, -0.175653
-0.945723, -0.997046, 5.085849, -0.859553, 1.349498, -0.501468, -0.377866, 0.757139
-0.945723, 0.244043, -0.470195, -0.859553, -0.105177, -0.591631, -0.377866, -0.784415
-0.945723, -2.266259, -0.470195, -0.859553, 0.211185, -0.591631, -0.377866, -0.784415
0.626583, 1.411822, -0.337487, 0.388981, -0.032771, 0.625571, 0.371679, -0.042687
-0.945723, 0.625421, -0.470195, -0.859553, -0.436515, -0.591632, -0.377866, -0.784415
-0.945723, -0.264998, -0.032259, -0.859553, 0.278789, 2.158344, -0.377866, 0.004571
-0.945723, -0.001125, -0.470195, -0.859552, 0.259157, -0.591632, -0.377866, -0.784415
-0.945723, 0.268852, -0.470195, -0.859553, -1.016204, -0.591631, -0.377866, -0.784415
-0.945723, 1.484894, -0.470195, -0.859553, 0.152687, -0.591631, -0.377866, -0.784415
-0.945723, 0.034516, -0.470195, -0.859553, 2.641208, -0.591631, -0.377866, -0.784415
1.202486, -1.810373, -0.182661, 0.817676, 0.496342, 0.129673, -0.377866, 0.301330
